TEAM_NAME,GP,W,L,W_PCT,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,REB,AST,TOV,STL,BLK,PTS,PLUS_MINUS,SEASON,TOP3_PTS,TOP3_STL,TOP3_BLK,TOP3_FG_PCT,OFF_RATING,DEF_RATING,NET_RATING,PACE,made_playoffs,FG3A_RATE,won_championship
Atlanta Hawks,82,60,22,0.732,3121,6699,0.466,818,2152,0.38,1349,1735,0.778,3326,2111,1167.0,744,380,8409,445.0,2014-15,1095.0,83.33333333333333,69.66666666666667,0.5003333333333333,108.2,102.3,5.9,94.66,1,0.3212419764143902,0
Boston Celtics,82,40,42,0.488,3193,7211,0.443,660,2021,0.327,1266,1678,0.754,3595,2009,1133.0,674,294,8312,13.0,2014-15,905.3333333333334,68.66666666666667,22.0,0.4536666666666666,103.8,103.5,0.3,96.71,1,0.2802662598807378,0
Brooklyn Nets,82,38,44,0.463,3069,6804,0.451,541,1633,0.331,1359,1817,0.748,3473,1716,1133.0,576,340,8038,-236.0,2014-15,1060.6666666666667,86.0,17.333333333333332,0.4466666666666667,103.4,106.3,-3.0,93.69,1,0.2400058788947678,0
Charlotte Hornets,82,33,49,0.402,2913,6932,0.42,498,1566,0.318,1397,1867,0.748,3613,1654,976.0,499,448,7721,-260.0,2014-15,873.6666666666666,69.66666666666667,29.666666666666668,0.4153333333333333,99.6,103.0,-3.4,93.45,0,0.2259088286208886,0
Chicago Bulls,82,50,32,0.61,3001,6797,0.442,645,1825,0.353,1618,2067,0.783,3751,1781,1145.0,514,476,8265,246.0,2014-15,1077.3333333333333,62.333333333333336,85.66666666666667,0.467,106.3,103.3,3.0,93.8,1,0.2685008091805208,0
Cleveland Cavaliers,82,53,29,0.646,3089,6739,0.458,826,2253,0.367,1453,1934,0.751,3523,1814,1171.0,603,340,8457,367.0,2014-15,1533.0,91.33333333333331,36.0,0.4633333333333334,110.1,105.3,4.8,93.23,1,0.334322599792254,0
Dallas Mavericks,82,50,32,0.61,3255,7036,0.463,732,2082,0.352,1386,1843,0.752,3466,1846,1062.0,663,371,8628,238.0,2014-15,1205.6666666666667,76.33333333333333,49.666666666666664,0.5233333333333333,108.2,104.9,3.2,96.4,1,0.2959067652075042,0
Denver Nuggets,82,30,52,0.366,3099,7158,0.433,660,2032,0.325,1462,1991,0.734,3665,1788,1166.0,641,367,8320,-291.0,2014-15,1058.0,70.66666666666667,31.666666666666668,0.4573333333333333,103.9,107.1,-3.3,96.87,0,0.2838781782620844,0
Detroit Pistons,82,32,50,0.39,3041,7038,0.432,703,2043,0.344,1292,1838,0.703,3681,1771,1099.0,623,383,8077,-82.0,2014-15,1096.6666666666667,76.0,60.0,0.4496666666666666,104.3,105.4,-1.1,93.68,0,0.2902813299232736,0
Golden State Warriors,82,67,15,0.817,3410,7137,0.478,883,2217,0.398,1313,1709,0.768,3667,2248,1185.0,762,496,9016,828.0,2014-15,1496.3333333333333,124.33333333333331,58.333333333333336,0.4643333333333333,110.4,100.4,9.9,99.28,1,0.310634720470786,1
Houston Rockets,82,56,26,0.683,3032,6832,0.444,933,2680,0.348,1525,2133,0.715,3582,1820,1366.0,777,407,8522,282.0,2014-15,1430.6666666666667,131.0,64.33333333333333,0.4203333333333334,106.0,102.6,3.4,97.36,1,0.392271662763466,0
Indiana Pacers,82,38,44,0.463,2998,6824,0.439,612,1740,0.352,1373,1817,0.756,3678,1757,1147.0,505,375,7981,23.0,2014-15,766.6666666666666,44.0,63.666666666666664,0.4376666666666666,102.9,102.7,0.2,93.67,0,0.2549824150058616,0
Los Angeles Clippers,82,56,26,0.683,3228,6830,0.473,827,2202,0.376,1468,2067,0.71,3495,2031,1012.0,640,409,8751,540.0,2014-15,1262.3333333333333,92.0,68.66666666666667,0.5573333333333333,111.6,104.7,6.9,95.4,1,0.3224011713030746,0
Los Angeles Lakers,82,21,61,0.256,3054,7020,0.435,532,1546,0.344,1433,1935,0.741,3599,1715,1086.0,578,366,8073,-561.0,2014-15,808.6666666666666,58.333333333333336,43.0,0.4323333333333333,102.3,109.4,-7.1,95.03,0,0.2202279202279202,0
Memphis Grizzlies,82,55,27,0.671,3097,6763,0.458,423,1246,0.339,1445,1869,0.773,3490,1777,1094.0,700,347,8062,266.0,2014-15,1119.3333333333333,66.0,59.0,0.4573333333333333,104.8,101.2,3.5,92.82,1,0.1842377643057814,0
Miami Heat,82,37,45,0.451,2885,6330,0.456,556,1659,0.335,1438,1940,0.741,3208,1626,1214.0,642,372,7764,-213.0,2014-15,1031.6666666666667,88.33333333333333,15.666666666666666,0.4576666666666666,103.2,106.1,-3.0,91.49,0,0.262085308056872,0
Milwaukee Bucks,82,41,41,0.5,3083,6722,0.459,545,1500,0.363,1312,1734,0.757,3450,1932,1373.0,789,403,8023,35.0,2014-15,1017.0,102.0,42.0,0.4513333333333333,102.0,101.4,0.6,94.82,1,0.2231478726569473,0
Minnesota Timberwolves,82,16,66,0.195,2986,6820,0.438,406,1223,0.332,1638,2110,0.776,3355,1771,1231.0,668,327,8016,-721.0,2014-15,958.3333333333334,70.33333333333333,62.0,0.455,101.8,110.9,-9.1,95.45,0,0.1793255131964809,0
New Orleans Pelicans,82,45,37,0.549,3108,6795,0.457,586,1583,0.37,1345,1790,0.751,3563,1806,1087.0,553,510,8147,65.0,2014-15,1262.3333333333333,83.33333333333333,83.66666666666667,0.4643333333333333,107.1,106.3,0.8,92.29,1,0.2329654157468727,0
New York Knicks,82,17,65,0.207,2882,6726,0.428,560,1614,0.347,1211,1575,0.769,3310,1746,1206.0,575,382,7535,-764.0,2014-15,643.3333333333334,48.333333333333336,22.333333333333332,0.4186666666666667,98.9,109.0,-10.1,92.06,0,0.239964317573595,0
Oklahoma City Thunder,82,45,37,0.549,3184,7119,0.447,632,1864,0.339,1524,2020,0.754,3896,1681,1205.0,598,454,8524,179.0,2014-15,1329.6666666666667,88.66666666666667,21.333333333333332,0.447,106.7,104.6,2.1,96.61,0,0.261834527321253,0
Orlando Magic,82,25,57,0.305,3076,6792,0.453,554,1598,0.347,1141,1565,0.729,3429,1692,1221.0,647,314,7847,-469.0,2014-15,1150.3333333333333,105.33333333333331,31.0,0.4613333333333333,101.0,106.8,-5.9,94.51,0,0.2352767962308598,0
Philadelphia 76ers,82,18,64,0.22,2765,6777,0.408,692,2160,0.32,1320,1953,0.676,3514,1683,1453.0,789,487,7542,-736.0,2014-15,782.3333333333334,103.66666666666669,64.66666666666667,0.4176666666666667,94.9,103.9,-9.0,96.45,0,0.3187250996015936,0
Phoenix Suns,82,39,43,0.476,3178,7038,0.452,698,2048,0.341,1343,1767,0.76,3539,1659,1238.0,700,385,8397,-74.0,2014-15,1116.0,111.66666666666669,35.666666666666664,0.45,104.2,105.3,-1.1,97.2,0,0.2909917590224495,0
Portland Trail Blazers,82,51,31,0.622,3175,7049,0.45,807,2231,0.362,1272,1589,0.801,3760,1799,1117.0,525,372,8429,347.0,2014-15,1472.0,62.0,32.0,0.4413333333333333,107.1,102.8,4.3,95.06,1,0.3164987941551993,0
Sacramento Kings,82,29,53,0.354,3010,6617,0.455,461,1350,0.341,1829,2400,0.762,3623,1667,1333.0,550,324,8310,-304.0,2014-15,1283.0,79.33333333333333,54.333333333333336,0.453,104.5,108.2,-3.7,96.16,0,0.2040199486171981,0
San Antonio Spurs,82,55,27,0.671,3208,6854,0.468,677,1847,0.367,1368,1754,0.78,3578,2000,1146.0,657,444,8461,508.0,2014-15,1024.3333333333333,104.0,95.33333333333331,0.4756666666666667,107.6,101.4,6.3,94.45,1,0.2694776772687481,0
Toronto Raptors,82,49,33,0.598,3108,6829,0.455,726,2060,0.352,1585,2014,0.787,3407,1701,1057.0,615,357,8527,252.0,2014-15,1032.0,80.66666666666667,22.666666666666668,0.4246666666666667,110.2,107.1,3.1,93.46,1,0.3016547078635232,0
Utah Jazz,82,38,44,0.463,2900,6492,0.447,610,1781,0.343,1391,1929,0.721,3605,1632,1256.0,623,489,7801,18.0,2014-15,1207.6666666666667,77.66666666666667,56.0,0.446,104.2,104.1,0.1,91.1,0,0.2743376463339494,0
Washington Wizards,82,46,36,0.561,3139,6790,0.462,497,1381,0.36,1305,1758,0.742,3663,1969,1233.0,601,378,8080,59.0,2014-15,1116.6666666666667,87.66666666666667,57.666666666666664,0.4793333333333333,103.0,102.4,0.6,94.29,1,0.2033873343151693,0
Atlanta Hawks,82,48,34,0.585,3168,6923,0.458,815,2326,0.35,1282,1638,0.783,3451,2100,1226.0,747,486,8433,296.0,2015-16,1124.3333333333333,91.66666666666669,98.33333333333331,0.4696666666666667,104.6,100.8,3.9,97.63,1,0.3359815109056767,0
Boston Celtics,82,48,34,0.585,3216,7318,0.439,717,2142,0.335,1520,1929,0.788,3683,1981,1127.0,752,348,8669,263.0,2015-16,1338.6666666666667,111.33333333333331,21.0,0.4393333333333333,105.8,102.5,3.3,99.43,1,0.2927029242962558,0
Brooklyn Nets,82,21,61,0.256,3136,6920,0.453,531,1508,0.352,1286,1699,0.757,3477,1829,1212.0,627,332,8089,-603.0,2015-16,1163.3333333333333,66.33333333333333,55.333333333333336,0.486,102.4,109.7,-7.4,96.12,0,0.2179190751445086,0
Charlotte Hornets,82,48,34,0.585,3036,6922,0.439,873,2410,0.362,1534,1941,0.79,3603,1778,1029.0,595,438,8479,223.0,2015-16,1227.6666666666667,83.0,53.0,0.435,106.4,103.7,2.7,96.24,1,0.3481652701531349,0
Chicago Bulls,82,42,40,0.512,3165,7170,0.441,651,1753,0.371,1354,1720,0.787,3796,1870,1141.0,495,470,8335,-121.0,2015-16,1222.0,65.33333333333333,67.66666666666667,0.45,104.1,105.5,-1.4,96.6,0,0.2444909344490934,0
Cleveland Cavaliers,82,57,25,0.695,3171,6888,0.46,880,2428,0.362,1333,1783,0.748,3650,1861,1114.0,551,317,8555,492.0,2015-16,1369.6666666666667,81.0,37.0,0.4513333333333333,110.2,103.9,6.3,93.82,1,0.3524970963995354,1
Dallas Mavericks,82,42,40,0.512,3064,6900,0.444,806,2342,0.344,1454,1831,0.794,3532,1813,1047.0,560,306,8388,-25.0,2015-16,1037.3333333333333,66.0,28.0,0.414,105.5,105.9,-0.4,95.34,1,0.3394202898550724,0
Denver Nuggets,82,33,49,0.402,3093,7003,0.442,656,1943,0.338,1513,1974,0.766,3659,1858,1202.0,609,395,8355,-254.0,2015-16,994.0,77.66666666666667,30.666666666666668,0.4216666666666666,104.9,108.2,-3.3,96.34,0,0.2774525203484221,0
Detroit Pistons,82,44,38,0.537,3111,7087,0.439,740,2148,0.345,1399,2095,0.668,3798,1594,1110.0,573,304,8361,50.0,2015-16,1183.3333333333333,98.66666666666669,50.666666666666664,0.4583333333333333,105.3,104.9,0.3,95.75,1,0.3030901650910117,0
Golden State Warriors,82,73,9,0.89,3489,7159,0.487,1077,2592,0.416,1366,1790,0.763,3788,2373,1245.0,689,498,9421,882.0,2015-16,1759.0,116.0,59.0,0.488,113.5,102.8,10.6,100.24,1,0.3620617404665456,0
Houston Rockets,82,41,41,0.5,3094,6847,0.452,878,2533,0.347,1671,2407,0.694,3531,1821,1307.0,821,430,8737,16.0,2015-16,1459.0,122.66666666666669,63.333333333333336,0.4916666666666667,107.3,107.3,0.0,98.42,1,0.3699430407477727,0
Indiana Pacers,82,45,37,0.549,3142,6985,0.45,663,1889,0.351,1430,1872,0.764,3626,1741,1219.0,742,391,8377,140.0,2015-16,1296.3333333333333,128.33333333333334,27.666666666666668,0.4286666666666667,103.8,102.2,1.6,97.35,1,0.270436649964209,0
LA Clippers,82,53,29,0.646,3141,6759,0.465,797,2190,0.364,1490,2152,0.692,3448,1873,1063.0,709,460,8569,351.0,2015-16,1121.6666666666667,87.0,76.66666666666667,0.5316666666666666,107.2,102.7,4.5,96.81,1,0.3240124278739458,0
Los Angeles Lakers,82,17,65,0.207,2880,6956,0.414,639,2016,0.317,1583,2028,0.781,3523,1478,1124.0,593,337,7982,-784.0,2015-16,1066.0,78.0,16.333333333333332,0.424,100.7,110.3,-9.7,96.55,0,0.2898217366302473,0
Memphis Grizzlies,82,42,40,0.512,3019,6859,0.44,504,1521,0.331,1584,2024,0.783,3413,1697,1090.0,724,350,8126,-184.0,2015-16,886.3333333333334,57.0,46.666666666666664,0.44,104.7,107.1,-2.4,93.95,1,0.2217524420469456,0
Miami Heat,82,48,34,0.585,3150,6697,0.47,498,1480,0.336,1406,1889,0.744,3618,1709,1155.0,553,531,8204,135.0,2015-16,973.6666666666666,68.66666666666667,16.666666666666668,0.457,105.5,103.7,1.7,94.14,1,0.2209944751381215,0
Milwaukee Bucks,82,33,49,0.402,3145,6740,0.467,440,1277,0.345,1392,1863,0.747,3417,1895,1247.0,672,475,8122,-343.0,2015-16,1284.6666666666667,98.0,53.666666666666664,0.481,103.4,107.8,-4.5,95.05,0,0.1894658753709198,0
Minnesota Timberwolves,82,29,53,0.354,3095,6668,0.464,455,1347,0.338,1753,2213,0.792,3408,1916,1231.0,656,375,8398,-290.0,2015-16,1314.6666666666667,99.33333333333331,64.66666666666667,0.4583333333333333,105.4,109.0,-3.5,96.2,0,0.2020095980803839,0
New Orleans Pelicans,82,30,52,0.366,3153,7040,0.448,702,1951,0.36,1415,1823,0.776,3494,1818,1102.0,633,342,8423,-311.0,2015-16,1029.6666666666667,52.666666666666664,61.0,0.457,104.8,108.4,-3.7,97.64,0,0.2771306818181818,0
New York Knicks,82,32,50,0.39,3022,6886,0.439,610,1762,0.346,1411,1753,0.805,3638,1682,1099.0,467,466,8065,-224.0,2015-16,1108.0,34.333333333333336,59.0,0.472,103.9,106.7,-2.8,94.12,0,0.2558814986930003,0
Oklahoma City Thunder,82,55,27,0.671,3372,7082,0.476,678,1945,0.349,1616,2067,0.782,3987,1883,1305.0,603,487,9038,597.0,2015-16,1630.0,90.0,84.33333333333333,0.4793333333333333,112.1,104.8,7.4,97.54,1,0.274639932222536,0
Orlando Magic,82,35,47,0.427,3242,7120,0.455,636,1818,0.35,1249,1649,0.757,3552,1933,1155.0,673,417,8369,-133.0,2015-16,1048.0,100.33333333333331,25.333333333333332,0.4453333333333333,104.4,106.0,-1.6,96.68,0,0.2553370786516853,0
Philadelphia 76ers,82,10,72,0.122,2970,6887,0.431,764,2255,0.339,1284,1850,0.694,3382,1765,1343.0,680,495,7988,-839.0,2015-16,826.3333333333334,59.333333333333336,58.333333333333336,0.409,98.4,108.6,-10.2,98.44,0,0.3274284884565123,0
Phoenix Suns,82,23,59,0.28,3051,7018,0.435,738,2118,0.348,1431,1905,0.751,3676,1701,1410.0,632,313,8271,-546.0,2015-16,906.0,70.33333333333333,20.0,0.4163333333333333,101.5,107.9,-6.5,99.39,0,0.3017953833000855,0
Portland Trail Blazers,82,44,38,0.537,3167,7040,0.45,864,2336,0.37,1424,1889,0.754,3730,1748,1200.0,562,380,8622,68.0,2015-16,1461.3333333333333,78.0,34.666666666666664,0.4276666666666666,107.6,106.8,0.8,97.06,1,0.3318181818181818,0
Sacramento Kings,82,33,49,0.402,3283,7083,0.464,660,1839,0.359,1514,2089,0.725,3628,2009,1326.0,733,368,8740,-203.0,2015-16,1270.3333333333333,114.0,51.0,0.456,105.3,107.6,-2.3,100.66,0,0.2596357475645913,0
San Antonio Spurs,82,67,15,0.817,3289,6797,0.484,570,1518,0.375,1342,1672,0.803,3601,2010,1071.0,677,485,8490,872.0,2015-16,1142.0,81.66666666666667,72.0,0.465,109.3,98.2,11.1,94.54,1,0.2233338237457701,0
Toronto Raptors,82,56,26,0.683,3006,6669,0.451,708,1915,0.37,1702,2190,0.777,3560,1536,1073.0,636,449,8422,369.0,2015-16,1380.3333333333333,100.66666666666669,25.0,0.4373333333333333,109.3,104.8,4.4,93.35,1,0.2871494976758135,0
Utah Jazz,82,40,42,0.488,2957,6593,0.449,694,1956,0.355,1402,1885,0.744,3545,1554,1224.0,631,425,8010,147.0,2015-16,1247.6666666666667,80.66666666666667,44.666666666666664,0.4559999999999999,105.0,103.2,1.8,91.66,0,0.296678295161535,0
Washington Wizards,82,41,41,0.5,3238,7033,0.46,709,1983,0.358,1349,1849,0.73,3431,2005,1186.0,708,323,8534,-41.0,2015-16,1138.0,99.0,62.333333333333336,0.488,104.5,105.1,-0.5,99.16,0,0.2819564908289492,0
Atlanta Hawks,82,43,39,0.524,3123,6918,0.451,729,2137,0.341,1484,2039,0.728,3635,1938,1294.0,672,397,8459,-70.0,2016-17,1220.6666666666667,76.0,56.666666666666664,0.5086666666666667,104.5,105.2,-0.7,97.76,1,0.3089043076033536,0
Boston Celtics,82,53,29,0.646,3168,6977,0.454,985,2741,0.359,1536,1903,0.807,3441,2069,1088.0,617,340,8857,216.0,2016-17,1344.3333333333333,89.33333333333333,23.333333333333332,0.4283333333333334,110.6,108.0,2.6,97.21,1,0.3928622617170704,0
Brooklyn Nets,82,20,62,0.244,3102,6987,0.444,877,2591,0.338,1592,2020,0.788,3600,1756,1356.0,593,387,8673,-552.0,2016-17,974.3333333333334,65.0,65.33333333333333,0.4746666666666666,103.6,110.1,-6.5,101.75,0,0.3708315442965507,0
Charlotte Hornets,82,36,46,0.439,3093,7000,0.442,824,2347,0.351,1591,1953,0.815,3574,1891,942.0,571,390,8601,16.0,2016-17,1245.6666666666667,84.0,42.666666666666664,0.4413333333333333,108.4,108.4,0.0,95.92,0,0.3352857142857143,0
Chicago Bulls,82,41,41,0.5,3169,7141,0.444,623,1831,0.34,1474,1848,0.798,3796,1851,1112.0,643,393,8435,35.0,2016-17,1064.3333333333333,86.66666666666667,53.333333333333336,0.4519999999999999,106.5,106.2,0.3,96.02,1,0.2564066657330906,0
Cleveland Cavaliers,82,51,31,0.622,3275,6963,0.47,1067,2779,0.384,1431,1913,0.748,3587,1858,1121.0,539,327,9048,261.0,2016-17,1466.6666666666667,71.33333333333333,50.666666666666664,0.5403333333333333,112.8,109.7,3.1,96.74,1,0.3991095792043659,0
Dallas Mavericks,82,33,49,0.402,2968,6750,0.44,878,2473,0.355,1215,1516,0.801,3163,1705,972.0,614,307,8029,-240.0,2016-17,1134.0,73.66666666666667,12.333333333333334,0.4473333333333333,104.7,107.7,-3.0,93.11,0,0.3663703703703703,0
Denver Nuggets,82,40,42,0.488,3377,7194,0.469,870,2365,0.368,1537,1986,0.774,3803,2077,1226.0,568,323,9161,42.0,2016-17,1034.6666666666667,53.333333333333336,45.666666666666664,0.4813333333333334,112.2,111.7,0.4,99.18,0,0.3287461773700306,0
Detroit Pistons,82,37,45,0.451,3269,7282,0.449,631,1915,0.33,1140,1586,0.719,3746,1732,973.0,574,310,8309,-92.0,2016-17,1157.6666666666667,67.0,25.333333333333332,0.4326666666666667,105.3,106.7,-1.4,95.52,0,0.2629772040648173,0
Golden State Warriors,82,67,15,0.817,3532,7140,0.495,982,2562,0.383,1457,1850,0.788,3643,2491,1211.0,785,555,9503,954.0,2016-17,1505.6666666666667,120.66666666666669,54.333333333333336,0.4513333333333333,114.8,103.4,11.4,100.37,1,0.3588235294117647,1
Houston Rockets,82,55,27,0.671,3305,7152,0.462,1181,3306,0.357,1667,2177,0.766,3638,2070,1240.0,670,352,9458,473.0,2016-17,1503.0,105.33333333333331,33.0,0.4183333333333333,114.1,108.4,5.7,100.55,1,0.462248322147651,0
Indiana Pacers,82,42,40,0.512,3221,6931,0.465,709,1885,0.376,1467,1811,0.81,3444,1844,1130.0,669,409,8618,-18.0,2016-17,1400.6666666666667,97.66666666666669,77.0,0.4713333333333334,107.9,108.1,-0.2,96.59,1,0.2719665271966527,0
LA Clippers,82,51,31,0.622,3242,6820,0.475,841,2245,0.375,1586,2128,0.745,3528,1848,1062.0,612,347,8911,352.0,2016-17,1070.0,55.333333333333336,53.666666666666664,0.524,111.8,107.5,4.4,96.77,1,0.3291788856304985,0
Los Angeles Lakers,82,26,56,0.317,3224,7164,0.45,730,2110,0.346,1397,1853,0.754,3569,1716,1243.0,674,320,8575,-564.0,2016-17,973.3333333333334,62.333333333333336,27.0,0.445,105.3,112.0,-6.7,99.26,0,0.2945281965382468,0
